id,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20,topic21,topic22,topic23,topic24,topic25,topic26,topic27,topic28,topic29,topic30,qt1,qt2,qt3,qt4,qt5,qt6,qt7,qt8,qt9,qt10,qt11,qt12,qt13,qt14,qt15,qt16,qt17,qt18,qt19,qt20,qt21,qt22,qt23,qt24,qt25,qt26,qt27,qt28,qt29,qt30,comment,addip,addtime
147,是,会,没有,支持,左手,一直会,我是自豪的,不管聪明否，至少在人生激励着我,好奇,家里有左撇子,支持孩子，因为世界存在差异性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/3/29
148,是,会点,有,支持,左手,只会用手,有时比较痛苦,不管聪明否，至少在人生激励着我,兴趣,家里有左撇子,支持孩子，因为世界存在差异性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2014/3/31
149,是,两手都会,有,不好说,左手,被纠正过来,我是自豪的,不管聪明否，至少在人生激励着我,好奇,家里有左撇子,观察一段时间后，让孩子自己来决定,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2014/4/3
150,是,一点不会,有,支持,两手俱利,被纠正过来,我是自豪的,想法经常和别人不同,保留，我已经习惯原来的,家里有左撇子,观察一段时间后，让孩子自己来决定,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/4/5
151,是,两手都会,有,支持,左手,有点,"我是幸福的, 我是自豪的","没感觉到, 不管聪明否，至少在人生激励着我",兴趣,有朋友是,支持孩子，因为世界存在差异性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/4/6
152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2014/4/6
153,是,会点,有,支持,左手,有点,我是自豪的,不管聪明否，至少在人生激励着我,兴趣,"家里有左撇子, 有朋友是",支持孩子，因为世界存在差异性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2014/4/22
154,是,一点不会,有,无所谓,左手,一直会,"我是幸福的, 我是自豪的",没感觉到,好奇,有朋友是,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2014/4/25
155,是,会,有,支持,左手,一直会,我是自豪的,不管聪明否，至少在人生激励着我,好奇,"我的亲戚有的是, 有朋友是",支持孩子，因为世界存在差异性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2014/4/26
156,是,一点不会,有,支持,左手,被纠正过来,我是幸福的,想法经常和别人不同,不会,我的亲戚有的是,支持孩子，因为世界存在差异性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/4/30
157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2014/5/1
158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2014/5/1
159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/5/2
160,是,会点,没有,支持,左手,有点,我是幸福的,不管聪明否，至少在人生激励着我,好奇,家里有左撇子,支持孩子，因为世界存在差异性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2014/5/5
161,是,会点,有,支持,左手,被纠正过来,"我是幸福的, 我是自豪的",不管聪明否，至少在人生激励着我,保留，我已经习惯原来的,家里有左撇子,支持孩子，因为世界存在差异性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/5/9
162,是,两手都会,有,支持,左手,有点,我是幸福的,不管聪明否，至少在人生激励着我,保留，我已经习惯原来的,有朋友是,观察一段时间后，让孩子自己来决定,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2014/5/11
163,是,会,没有,无所谓,左手,一直会,喜忧参半,不管聪明否，至少在人生激励着我,好奇,有朋友是,支持孩子，因为世界存在差异性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2014/5/15
164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/5/15
165,是,会点,有,无所谓,两手俱利,有点,我是幸福的,没感觉到,不会,有朋友是,支持孩子，因为世界存在差异性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/5/17
166,是,会点,没有,支持,左手,被纠正过来,我是幸福的,不管聪明否，至少在人生激励着我,兴趣,家里有左撇子,支持孩子，因为世界存在差异性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/5/18
167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/5/18
168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/5/18
169,是,会点,有,支持,左手,被纠正过来,"我是幸福的, 我是自豪的","有点创新, 想法经常和别人不同",兴趣,有朋友是,支持孩子，因为世界存在差异性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2014/5/18
170,不是,会,不知道,无所谓,两手俱利,有点,"喜忧参半, 我是自豪的",没感觉到,好奇,有朋友是,和家长沟通，看他们的态度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2014/5/18
171,是,两手都会,有,无所谓,左手,一直会,"我是幸福的, 我是自豪的","有点创新, 不管聪明否，至少在人生激励着我",兴趣,有朋友是,支持孩子，因为世界存在差异性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2014/5/18
172,是,两手都会,有,无所谓,左手,一直会,"我是幸福的, 我是自豪的","有点创新, 不管聪明否，至少在人生激励着我",兴趣,有朋友是,支持孩子，因为世界存在差异性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/5/18
173,是,会点,没有,支持,左手,有点,我是幸福的,不管聪明否，至少在人生激励着我,兴趣,家里有左撇子,支持孩子，因为世界存在差异性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2014/5/18
174,是,会,有,支持,左手,有点,我是幸福的,想法经常和别人不同,兴趣,家里有左撇子,观察一段时间后，让孩子自己来决定,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2014/5/18
175,不知道,会点,有,无所谓,不知道,有点,喜忧参半,想法经常和别人不同,不会,家人是，我不是,支持孩子，因为世界存在差异性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/5/18
176,是,会点,没有,支持,左手,一直会,我是自豪的,想法经常和别人不同,不会,有朋友是,支持孩子，因为世界存在差异性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/5/18
177,,会点,有,无所谓,左手,有点,"喜忧参半, 有时比较痛苦","没感觉到, 想法经常和别人不同, 不管聪明否，至少在人生激励着我",好奇,"我的亲戚有的是, 有朋友是",支持孩子，因为世界存在差异性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2014/5/18
178,是,会点,有,无所谓,两手俱利,被纠正过来,有时比较痛苦,不管聪明否，至少在人生激励着我,兴趣,"我的亲戚有的是, 有朋友是",和家长沟通，看他们的态度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/5/18
179,是,会点,有,无所谓,两手俱利,被纠正过来,有时比较痛苦,不管聪明否，至少在人生激励着我,兴趣,"我的亲戚有的是, 有朋友是",和家长沟通，看他们的态度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/5/18
180,是,一点不会,有,无所谓,右手,只会用手,我是幸福的,没感觉到,不会,我的亲戚有的是,支持孩子，因为世界存在差异性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/5/18
181,是,会点,有,支持,左手,被纠正过来了,我是自豪的,想法经常和别人不同,兴趣,家里有左撇子,支持孩子，因为世界存在差异性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2014/5/19
182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2014/5/19
183,是,会点,有,支持,左手,会点，但不熟练,我是自豪的,不管聪明否，至少在人生激励着我,兴趣,家里有左撇子,观察一段时间后，让孩子自己来决定,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2014/5/19
184,是,会点,有,无所谓,左手,会点，但不熟练,我是自豪的,有点创新,兴趣,家里有左撇子,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2014/5/19
185,是,一点不会,有,支持,左手,只会用右手,"我是幸福的, 我是自豪的","有点创新, 想法经常和别人不同",兴趣,家里有左撇子,支持孩子，因为世界存在差异性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2014/5/19
186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/5/19
187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/5/20
188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2014/5/20
189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2014/5/21
190,不是,会点,有,支持,,只会用右手,"我是幸福的, 我是自豪的, 有时比较痛苦","没感觉到, 不管聪明否，至少在人生激励着我",好奇,"家里有左撇子, 家人是，我不是, 我亲戚有的是, 朋友是","和家长沟通，看他们的态度, 观察一段时间后，让孩子自己来决定, 支持孩子，因为世界存在差异性",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2014/5/21
191,是,会点,有,支持,左手,被纠正过来了,我是自豪的,想法经常和别人不同,好奇,"家里有左撇子, 我亲戚有的是, 朋友是",支持孩子，因为世界存在差异性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/5/22
192,是,一点不会,有,无所谓,左手,只会用右手,喜忧参半,没感觉到,好奇,朋友是,支持孩子，因为世界存在差异性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2014/5/22
193,是,会点,有,支持,两手都可以,会点，但不熟练,我是幸福的,想法经常和别人不同,保留，我已经习惯原来的,家里有左撇子,支持孩子，因为世界存在差异性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/5/24
194,是,一点不会,有,无所谓,两手都可以,只会用右手,喜忧参半,想法经常和别人不同,好奇,家里有左撇子,支持孩子，因为世界存在差异性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2014/5/26
195,,,,,,,我是自豪的,想法经常和别人不同,,家里有左撇子,观察一段时间后，让孩子自己来决定,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2014/5/27
196,是,会点,有,支持,左手,只会用右手,我是自豪的,不管聪明否，至少在人生激励着我,好奇,家里有左撇子,支持孩子，因为世界存在差异性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/5/29
197,是,会,没有,不好说，看情况,左手,一直都是,我是幸福的,不管聪明否，至少在人生激励着我,好奇,家里有左撇子,支持孩子，因为世界存在差异性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.203,2014/6/8
198,是,会点,有,支持,左手,会点，但不熟练,"我是幸福的, 喜忧参半","想法经常和别人不同, 不管聪明否，至少在人生激励着我",好奇,家里有左撇子,观察一段时间后，让孩子自己来决定,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/6/8
199,是,两手都会,有,支持,左手,会点，但不熟练,我是幸福的,想法经常和别人不同,兴趣,"家里有左撇子, 我亲戚有的是",支持孩子，因为世界存在差异性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/6/20
200,是,两手都会,有,无所谓,左手,会点，但不熟练,"我是幸福的, 我是自豪的, 有时比较痛苦","没感觉到, 想法经常和别人不同",好奇,家里有左撇子,观察一段时间后，让孩子自己来决定,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/6/25
201,是,会,有,无所谓,不知道,一直都是,我是幸福的,没感觉到,好奇,我亲戚有的是,观察一段时间后，让孩子自己来决定,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/6/29
202,是,会点,没有关心过,支持,左手,被纠正过来了,"喜忧参半, 有时比较痛苦","没感觉到, 想法经常和别人不同, 不管聪明否，至少在人生激励着我",不会,我亲戚有的是,"和家长沟通，看他们的态度, 观察一段时间后，让孩子自己来决定, 支持孩子，因为世界存在差异性",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/6/30
203,是,会点,有,支持,左手,被纠正过来了,我是自豪的,不管聪明否，至少在人生激励着我,好奇,朋友是,支持孩子，因为世界存在差异性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/7/9
204,是,会,有,支持,左手,会点，但不熟练,喜忧参半,想法经常和别人不同,好奇,家里有左撇子,支持孩子，因为世界存在差异性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/7/24
205,是,会点,有,支持,左手,会点，但不熟练,喜忧参半,没感觉到,兴趣,我亲戚有的是,支持孩子，因为世界存在差异性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/8/3
206,是,两手都会,有,支持,左手,被纠正过来了,"喜忧参半, 我是自豪的, 有时比较痛苦","有点创新, 想法经常和别人不同, 不管聪明否，至少在人生激励着我",兴趣,"家里有左撇子, 朋友是",支持孩子，因为世界存在差异性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/8/6
207,不知道,,,无所谓,两手都可以,,我是自豪的,想法经常和别人不同,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/8/15
208,是,会,有,无所谓,左手,会点，但不熟练,"喜忧参半, 有时比较痛苦",有点创新,兴趣,"家里有左撇子, 朋友是",支持孩子，因为世界存在差异性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/8/16
209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/8/19
210,是,一点不会,有,不好说，看情况,左手,被纠正过来了,有时比较痛苦,不管聪明否，至少在人生激励着我,兴趣,我亲戚有的是,和家长沟通，看他们的态度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/8/20
211,是,一点不会,有,纠正,左手,只会用右手,有时比较痛苦,没感觉到,保留，我已经习惯原来的,家里有左撇子,和家长沟通，看他们的态度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/8/23
212,是,会点,有,支持,左手,会点，但不熟练,我是幸福的,"想法经常和别人不同, 不管聪明否，至少在人生激励着我",好奇,家里有左撇子,支持孩子，因为世界存在差异性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/8/28
213,是,会点,有,支持,左手,会点，但不熟练,我是幸福的,"想法经常和别人不同, 不管聪明否，至少在人生激励着我",好奇,家里有左撇子,支持孩子，因为世界存在差异性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/8/28
214,是,会,有,支持,左手,被纠正过来了,我是幸福的,不管聪明否，至少在人生激励着我,好奇,家里有左撇子,支持孩子，因为世界存在差异性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/9/4
215,其他,会点,不知道,支持,两手都可以,会点，但不熟练,我是幸福的,想法经常和别人不同,兴趣,朋友是,观察一段时间后，让孩子自己来决定,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/9/6
216,是,会,没有,支持,左手,一直都是,"喜忧参半, 有时比较痛苦","有点创新, 想法经常和别人不同",兴趣,家里有左撇子,观察一段时间后，让孩子自己来决定,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/9/15
217,其他,两手都会,没有,不好说，看情况,两手都可以,一直都是,我是自豪的,没感觉到,好奇,我亲戚有的是,观察一段时间后，让孩子自己来决定,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/9/15
218,是,一点不会,有,支持,左手,只会用右手,我是自豪的,不管聪明否，至少在人生激励着我,兴趣,朋友是,观察一段时间后，让孩子自己来决定,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/9/15
219,是,一点不会,有,支持,左手,只会用右手,"我是幸福的, 我是自豪的",有点创新,好奇,朋友是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/9/15
220,是,会点,有,不好说，看情况,左手,会点，但不熟练,"我是幸福的, 我是自豪的",不管聪明否，至少在人生激励着我,保留，我已经习惯原来的,家里有左撇子,"和家长沟通，看他们的态度, 观察一段时间后，让孩子自己来决定",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/9/15
221,不是,会点,有,无所谓,右手,会点，但不熟练,我是幸福的,不管聪明否，至少在人生激励着我,好奇,家人是，我不是,和家长沟通，看他们的态度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/9/15
222,是,会,没有关心过,纠正,左手,会点，但不熟练,"喜忧参半, 有时比较痛苦",想法经常和别人不同,不会,朋友是,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/9/15
223,是,一点不会,有,支持,左手,会点，但不熟练,我是幸福的,"有点创新, 不管聪明否，至少在人生激励着我",兴趣,家里有左撇子,支持孩子，因为世界存在差异性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/9/15
224,是,会点,有,支持,左手,会点，但不熟练,我是幸福的,不管聪明否，至少在人生激励着我,兴趣,家里有左撇子,支持孩子，因为世界存在差异性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/9/15
225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/9/15
226,是,一点不会,有,支持,左手,被纠正过来了,我是幸福的,不管聪明否，至少在人生激励着我,兴趣,朋友是,立即纠正，因为自古都是右手写字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/9/15
227,是,会点,有,支持,左手,会点，但不熟练,喜忧参半,想法经常和别人不同,好奇,家里有左撇子,支持孩子，因为世界存在差异性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/9/15
228,是,会点,没有,支持,两手都可以,会点，但不熟练,我是自豪的,没感觉到,不会,朋友是,观察一段时间后，让孩子自己来决定,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/9/15
229,是,两手都会,有,支持,左手,会点，但不熟练,"我是幸福的, 我是自豪的",想法经常和别人不同,兴趣,"我亲戚有的是, 朋友是",支持孩子，因为世界存在差异性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/9/15
230,是,会,有,支持,两手都可以,会点，但不熟练,"我是幸福的, 我是自豪的",不管聪明否，至少在人生激励着我,好奇,家里有左撇子,支持孩子，因为世界存在差异性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/9/15
231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/9/15
232,是,会点,有,支持,左手,会点，但不熟练,我是幸福的,不管聪明否，至少在人生激励着我,兴趣,朋友是,支持孩子，因为世界存在差异性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/9/15
233,是,会点,有,支持,两手都可以,会点，但不熟练,"我是幸福的, 我是自豪的",想法经常和别人不同,兴趣,我亲戚有的是,"和家长沟通，看他们的态度, 支持孩子，因为世界存在差异性",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/9/15
234,是,会,有,支持,左手,一直都是,我是自豪的,"想法经常和别人不同, 不管聪明否，至少在人生激励着我",好奇,朋友是,"观察一段时间后，让孩子自己来决定, 支持孩子，因为世界存在差异性",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/9/15
235,是,会,有,支持,左手,一直都是,我是自豪的,"想法经常和别人不同, 不管聪明否，至少在人生激励着我",好奇,朋友是,"观察一段时间后，让孩子自己来决定, 支持孩子，因为世界存在差异性",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/9/15
236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/9/15
237,是,会,有,支持,左手,被纠正过来了,喜忧参半,不管聪明否，至少在人生激励着我,好奇,家里有左撇子,支持孩子，因为世界存在差异性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.139.126.228,2014/9/15
